Fecha	Magnitud Ml	Longitud	Latitud	Municipio	Profundidad Km	Estado
23/09/2017	1,3	-76,208	6,927	URAMITA	,3	Revisado
23/09/2017	1,4	-76,279	6,939	DABEIBA	0	Revisado
23/09/2017	1,6	-76,366	6,836	DABEIBA	15,3	Revisado
24/09/2017	1,8	-76,646	6,693	VIGIA DEL FUERTE	10,4	Revisado
25/09/2017	1	-74,755	7,093	SEGOVIA	9,6	Revisado
25/09/2017	1,3	-74,29	6,107	PUERTO NARE	4	Revisado
25/09/2017	1,9	-76,166	6,914	URAMITA	0	Revisado
25/09/2017	1,9	-76,167	7,204	DABEIBA	0	Revisado
25/09/2017	2,6	-76,108	6,948	URAMITA	26	Revisado
26/09/2017	2,4	-76,771	6,475	VIGIA DEL FUERTE	16,9	Revisado
26/09/2017	1,4	-76,216	6,821	URAMITA	0	Revisado
26/09/2017	1,2	-75,21	6,508	SANTO DOMINGO	4,2	Revisado
26/09/2017	1,8	-75,927	5,801	HISPANIA	51,5	Revisado
27/09/2017	1,3	-76,229	6,816	URAMITA	0	Revisado
27/09/2017	1,8	-76,617	6,861	MURINDO	0	Revisado
27/09/2017	2,4	-76,481	6,346	URRAO	0	Revisado
28/09/2017	1,3	-76,224	6,803	FRONTINO	0	Revisado
28/09/2017	2,9	-75,315	7,387	CACERES	12,9	Revisado
29/09/2017	2,1	-76,209	6,847	URAMITA	0	Revisado
29/09/2017	2,3	-76,306	6,841	URAMITA	0	Revisado
29/09/2017	1	-76,286	6,845	URAMITA	0	Revisado
29/09/2017	1,2	-76,247	6,824	URAMITA	,8	Revisado
30/09/2017	1,1	-76,5	6,877	DABEIBA	0	Revisado
30/09/2017	1,9	-76,142	7,081	DABEIBA	0	Revisado
01/10/2017	1,9	-73,789	6,933	YONDO	5,8	Revisado
02/10/2017	1,4	-74,175	7,025	YONDO	30	Revisado
03/10/2017	1,9	-76,239	7,127	DABEIBA	14	Revisado
03/10/2017	1,4	-74,91	5,855	SAN LUIS	4	Revisado
04/10/2017	1,9	-77,014	8,358	NECOCLI	69	Revisado
04/10/2017	2,2	-76,062	5,74	BETANIA	0	Revisado
04/10/2017	2,2	-75,6	7,327	BRICENO	0	Revisado
06/10/2017	1	-75,212	6,18	PENOL	99	Revisado
06/10/2017	1,1	-76,275	6,945	DABEIBA	0	Revisado
06/10/2017	1,4	-76,209	6,857	URAMITA	0	Revisado
06/10/2017	2,3	-76,143	6,959	URAMITA	0	Revisado
06/10/2017	1,8	-76,185	6,851	URAMITA	0	Revisado
07/10/2017	1,5	-76,162	7,099	DABEIBA	0	Revisado
07/10/2017	2,3	-75,176	7,061	ANORI	14,7	Revisado
07/10/2017	1,8	-76,153	6,862	URAMITA	1,3	Revisado
07/10/2017	1,8	-75,822	6,036	TITIRIBI	,2	Revisado
07/10/2017	2,2	-75,933	5,806	HISPANIA	21,2	Revisado
08/10/2017	1,9	-76,961	6,693	VIGIA DEL FUERTE	46	Revisado
09/10/2017	1,3	-76,206	7,107	DABEIBA	0	Revisado
10/10/2017	1,6	-76,186	7,098	DABEIBA	0	Revisado
10/10/2017	2	-76,812	6,781	VIGIA DEL FUERTE	1	Revisado
11/10/2017	1,5	-75,668	6,799	SAN JOSE DE LA MONTANA	85,5	Revisado
11/10/2017	1,6	-76,216	7,125	DABEIBA	0	Revisado
12/10/2017	2,4	-76,707	6,875	MURINDO	0	Revisado
12/10/2017	1,9	-76,817	7,426	CHIGORODO	11,4	Revisado
12/10/2017	,9	-74,814	5,794	PUERTO TRIUNFO	2,4	Revisado
13/10/2017	1,3	-74,364	6,515	PUERTO BERRIO	10,4	Revisado
13/10/2017	1,6	-75,148	6,829	GUADALUPE	18,1	Revisado
13/10/2017	1,9	-74,85	7,396	ZARAGOZA	42,9	Revisado
14/10/2017	1,8	-75,291	7,517	CACERES	30,5	Revisado
14/10/2017	1,3	-76,331	7,418	MUTATA	0	Revisado
14/10/2017	2	-76,805	6,975	MURINDO	23,9	Revisado
14/10/2017	2,5	-76,402	6,902	DABEIBA	0	Revisado
14/10/2017	2,3	-76,528	6,991	MURINDO	0	Revisado
14/10/2017	2,2	-74,813	6,282	CARACOLI	5,3	Revisado
15/10/2017	1,7	-76,812	6,44	VIGIA DEL FUERTE	12,7	Revisado
15/10/2017	1,4	-75,114	7,148	ANORI	6,7	Revisado
15/10/2017	1,7	-75,344	7,455	CACERES	9,9	Revisado
15/10/2017	2,6	-76,305	7,485	MUTATA	4	Revisado
16/10/2017	1,7	-76,208	7,131	DABEIBA	0	Revisado
16/10/2017	1,5	-76,267	7,176	DABEIBA	0	Revisado
16/10/2017	1,7	-75,51	7,267	VALDIVIA	0	Revisado
17/10/2017	1	-75,261	6,503	BARBOSA	4	Revisado
17/10/2017	1,8	-74,301	6,998	YONDO	10,6	Revisado
17/10/2017	1,5	-74,919	5,865	SAN LUIS	4	Revisado
18/10/2017	1,1	-75,249	7,29	VALDIVIA	9,2	Revisado
18/10/2017	1,3	-74,526	7,872	NECHI	28,8	Revisado
19/10/2017	1,3	-76,462	6,477	URRAO	13,9	Revisado
20/10/2017	1,7	-76,15	7,047	DABEIBA	0	Revisado
20/10/2017	1,7	-75,65	5,558	CARAMANTA	88,5	Revisado
20/10/2017	1,7	-76,785	6,943	MURINDO	4	Revisado
21/10/2017	2,2	-75,902	5,742	HISPANIA	30,8	Revisado
21/10/2017	1,8	-76,796	7,082	MURINDO	12	Revisado
21/10/2017	1,3	-74,331	6,484	PUERTO BERRIO	69,1	Revisado
21/10/2017	1,3	-74,377	6,878	REMEDIOS	53,4	Revisado
21/10/2017	1,1	-74,718	6,156	PUERTO NARE	32,1	Revisado
22/10/2017	1,6	-75,926	7,08	PEQUE	22,5	Revisado
23/10/2017	2	-74,075	6,976	YONDO	78	Revisado
23/10/2017	,8	-75,993	7,142	PEQUE	0	Revisado
24/10/2017	1	-76,367	6,679	FRONTINO	0	Revisado
24/10/2017	,8	-74,349	6,71	PUERTO BERRIO	62,5	Revisado
24/10/2017	2,3	-76,648	6,701	VIGIA DEL FUERTE	17,3	Revisado
24/10/2017	2,3	-74,797	5,775	PUERTO TRIUNFO	4	Revisado
24/10/2017	2,1	-76,168	6,918	URAMITA	0	Revisado
25/10/2017	1,6	-76,164	7,119	DABEIBA	0	Revisado
25/10/2017	1,2	-75,998	5,74	BETANIA	60,1	Revisado
25/10/2017	2,5	-76,127	6,869	URAMITA	0	Revisado
25/10/2017	1,9	-76,146	6,839	FRONTINO	2,6	Revisado
25/10/2017	1,3	-75,044	7,231	ANORI	29,8	Revisado
26/10/2017	1,6	-76,252	6,974	DABEIBA	108	Revisado
26/10/2017	2	-76,053	6,799	CANASGORDAS	0	Revisado
26/10/2017	1,5	-74,756	6,515	MACEO	14,3	Revisado
26/10/2017	1,4	-76,578	7,357	MUTATA	130,3	Revisado
26/10/2017	1,2	-75,93	7,121	PEQUE	21,5	Revisado
27/10/2017	,9	-74,09	6,876	YONDO	16,1	Revisado
27/10/2017	1,1	-76,231	7,261	MUTATA	0	Revisado
27/10/2017	,6	-74,052	7,068	YONDO	3,9	Revisado
27/10/2017	1,8	-76,702	6,696	VIGIA DEL FUERTE	16	Revisado
27/10/2017	1,3	-74,48	6,252	PUERTO NARE	58,4	Revisado
27/10/2017	1,4	-76,215	6,986	DABEIBA	0	Revisado
28/10/2017	1,3	-76,753	7,038	MURINDO	16,3	Revisado
28/10/2017	1,8	-76,608	6,582	VIGIA DEL FUERTE	0	Revisado
28/10/2017	,8	-74,457	5,706	PUERTO TRIUNFO	4	Revisado
28/10/2017	1	-74,157	6,991	YONDO	13,4	Revisado
28/10/2017	1,5	-74,609	5,882	PUERTO TRIUNFO	18,9	Revisado
29/10/2017	1,7	-75,311	7,478	CACERES	30,1	Revisado
30/10/2017	,8	-74,705	7,718	EL BAGRE	50,9	Revisado
30/10/2017	1,3	-76,177	7,089	DABEIBA	0	Revisado
30/10/2017	2,1	-74,926	6,582	YOLOMBO	4	Revisado
30/10/2017	1,7	-76,586	7,255	MUTATA	11,3	Revisado
30/10/2017	1,6	-76,826	6,705	VIGIA DEL FUERTE	10,8	Revisado
31/10/2017	1,5	-74,581	7,662	EL BAGRE	38,5	Revisado
31/10/2017	1,4	-76,844	7,998	TURBO	23,4	Revisado
01/11/2017	1,4	-75,295	7,18	VALDIVIA	56,7	Revisado
01/11/2017	2,3	-75,112	7,734	CAUCASIA	52,5	Revisado
01/11/2017	1,7	-73,966	7,071	YONDO	90	Revisado
01/11/2017	1,1	-74,491	7,112	SEGOVIA	55,1	Revisado
01/11/2017	1,8	-75,937	5,865	HISPANIA	16,9	Revisado
02/11/2017	,9	-74,395	6,834	PUERTO BERRIO	16	Revisado
02/11/2017	1,5	-76,312	6,989	DABEIBA	12,6	Revisado
04/11/2017	1,8	-76,84	7,124	MURINDO	53,2	Revisado
04/11/2017	1,5	-76,554	6,952	MURINDO	0	Revisado
04/11/2017	1,3	-74,778	5,77	PUERTO TRIUNFO	4,3	Revisado
04/11/2017	1,4	-76,059	5,988	SALGAR	55,6	Revisado
05/11/2017	1,6	-76,741	6,787	MURINDO	0	Revisado
05/11/2017	1,8	-76,184	6,903	URAMITA	0	Revisado
05/11/2017	1,5	-75,143	7,561	CACERES	25,6	Revisado
06/11/2017	1,5	-75,935	5,645	ANDES	,2	Revisado
06/11/2017	2	-76,804	6,455	VIGIA DEL FUERTE	32	Revisado
07/11/2017	1,9	-76,041	5,573	ANDES	24,9	Revisado
08/11/2017	1,4	-76,791	6,53	VIGIA DEL FUERTE	16,4	Revisado
08/11/2017	1,2	-74,885	5,831	SAN LUIS	2	Revisado
08/11/2017	1,4	-74,88	5,892	SAN LUIS	0	Revisado
09/11/2017	1,4	-76,735	6,781	MURINDO	,3	Revisado
10/11/2017	1	-74,606	6,909	REMEDIOS	4	Revisado
10/11/2017	1,4	-75,533	7,108	BRICENO	4,9	Revisado
11/11/2017	2,3	-73,998	7,067	YONDO	80	Revisado
12/11/2017	1,5	-75,248	7,75	CACERES	22,6	Revisado
12/11/2017	2,5	-76,14	6,873	URAMITA	0	Revisado
12/11/2017	1,7	-76,58	7,304	MUTATA	0	Revisado
12/11/2017	1,9	-76,335	7,155	MUTATA	0	Revisado
14/11/2017	1,6	-76,829	6,784	VIGIA DEL FUERTE	2,2	Revisado
14/11/2017	1,4	-76,269	7,235	MUTATA	0	Revisado
14/11/2017	1,6	-75,161	7,38	CACERES	4	Revisado
15/11/2017	2,4	-74,702	7,316	SEGOVIA	4	Revisado
15/11/2017	1,4	-74,723	6,866	VEGACHI	6,8	Revisado
16/11/2017	1,7	-76,107	5,673	BETANIA	27,8	Revisado
17/11/2017	1,8	-76,544	7,688	CAREPA	48	Revisado
18/11/2017	1,5	-75,712	6,442	SAN JERONIMO	24,7	Revisado
18/11/2017	1,9	-76,691	6,853	MURINDO	1,1	Revisado
20/11/2017	,8	-76,224	7,115	DABEIBA	,3	Revisado
20/11/2017	1,3	-74,384	6,317	PUERTO BERRIO	4	Revisado
20/11/2017	1,7	-76,139	7,054	DABEIBA	0	Revisado
20/11/2017	1,5	-74,859	5,896	SAN LUIS	,9	Revisado
21/11/2017	1,9	-76,185	6,907	URAMITA	0	Revisado
21/11/2017	1,4	-75,674	7,273	ITUANGO	,2	Revisado
21/11/2017	1,3	-76,168	6,892	URAMITA	0	Revisado
21/11/2017	3,4	-75,3	7,463	CACERES	23,2	Revisado
21/11/2017	2,1	-74,827	5,781	PUERTO TRIUNFO	4	Revisado
21/11/2017	1,5	-75,725	7,107	ITUANGO	3,2	Revisado
21/11/2017	1,4	-76,194	6,888	URAMITA	2,5	Revisado
22/11/2017	1,3	-76,117	7,344	MUTATA	0	Revisado
22/11/2017	1	-75,145	7,577	CACERES	41,7	Revisado
22/11/2017	1,7	-76,539	7,738	CAREPA	45,4	Revisado
22/11/2017	1,5	-75,542	7,231	BRICENO	,2	Revisado
23/11/2017	1	-75,797	5,965	VENECIA	0	Revisado
23/11/2017	1,3	-74,018	6,887	YONDO	77,5	Revisado
23/11/2017	1,3	-76,699	6,418	VIGIA DEL FUERTE	7,2	Revisado
23/11/2017	1	-76,729	6,381	VIGIA DEL FUERTE	4	Revisado
23/11/2017	3,8	-76,153	7,354	MUTATA	2	Revisado
23/11/2017	2,3	-76,087	7,219	PEQUE	0	Revisado
23/11/2017	2,1	-76,125	7,257	DABEIBA	0	Revisado
24/11/2017	3	-76,168	7,348	MUTATA	,1	Revisado
24/11/2017	2,7	-76,181	7,3	MUTATA	,9	Revisado
24/11/2017	2,5	-76,159	7,288	MUTATA	,6	Revisado
24/11/2017	1,2	-76,172	7,286	MUTATA	0	Revisado
24/11/2017	2,3	-76,148	7,302	MUTATA	2,7	Revisado
24/11/2017	1,6	-76,152	7,263	MUTATA	0	Revisado
24/11/2017	1,5	-76,166	7,275	MUTATA	0	Revisado
24/11/2017	1,9	-76,344	6,833	URAMITA	1,6	Revisado
24/11/2017	1,8	-76,315	6,824	URAMITA	4	Revisado
24/11/2017	1,7	-76,256	6,862	URAMITA	0	Revisado
25/11/2017	1,7	-76,727	6,622	VIGIA DEL FUERTE	22,2	Revisado
25/11/2017	2,4	-73,776	6,797	YONDO	91,6	Revisado
25/11/2017	1,6	-74,722	6,868	VEGACHI	4	Revisado
25/11/2017	1,4	-76,066	6,496	CAICEDO	56,4	Revisado
26/11/2017	1,1	-75,904	6,64	GIRALDO	24,7	Revisado
26/11/2017	1,6	-76,833	6,835	MURINDO	21,6	Revisado
26/11/2017	1,4	-76,029	6,496	CAICEDO	37	Revisado
26/11/2017	2,5	-77,196	6,95	MURINDO	9,4	Revisado
27/11/2017	1,9	-75,241	7,925	CAUCASIA	16,1	Revisado
27/11/2017	1,3	-76,192	6,928	URAMITA	0	Revisado
27/11/2017	1,9	-75,857	6,529	SANTA FE ANTIOQUIA	27,4	Revisado
27/11/2017	1,7	-76,221	6,916	URAMITA	0	Revisado
27/11/2017	1	-74,155	7,059	YONDO	6,1	Revisado
27/11/2017	2,3	-76,065	5,619	BETANIA	49,6	Revisado
27/11/2017	1,9	-76,209	6,88	URAMITA	0	Revisado
28/11/2017	2	-76,159	6,846	URAMITA	0	Revisado
28/11/2017	1	-76,18	7,292	MUTATA	3,5	Revisado
28/11/2017	1	-76,305	6,834	URAMITA	10,5	Revisado
28/11/2017	1,7	-75,807	6,658	LIBORINA	17,2	Revisado
28/11/2017	1,7	-76,368	6,898	DABEIBA	17	Revisado
29/11/2017	1	-76,431	6,395	URRAO	0	Revisado
29/11/2017	,9	-75,972	5,765	BETANIA	51,5	Revisado
29/11/2017	1,5	-75,672	7,192	ITUANGO	16,7	Revisado
29/11/2017	3,8	-75,322	7,405	CACERES	9,9	Revisado
29/11/2017	1,6	-75,311	7,345	VALDIVIA	0	Revisado
29/11/2017	1,6	-75,288	7,371	CACERES	0	Revisado
29/11/2017	1,5	-76,192	6,793	FRONTINO	0	Revisado
30/11/2017	2,4	-75,263	7,423	CACERES	19,6	Revisado
30/11/2017	1,7	-76,608	6,935	MURINDO	0	Revisado
30/11/2017	1,9	-75,855	5,722	PUEBLORRICO	38,9	Revisado
01/12/2017	1,6	-76,223	6,826	URAMITA	0	Revisado
01/12/2017	1,3	-74,393	6,701	PUERTO BERRIO	21,2	Revisado
01/12/2017	1,8	-74,393	6,693	PUERTO BERRIO	13,1	Revisado
01/12/2017	1,9	-76,72	6,792	MURINDO	9,3	Revisado
02/12/2017	1,6	-74,748	7,307	ZARAGOZA	37,3	Revisado
02/12/2017	1,1	-76,347	6,839	DABEIBA	4,1	Revisado
02/12/2017	1,6	-76,289	6,868	URAMITA	0	Revisado
02/12/2017	1,7	-74,428	6,861	REMEDIOS	50,3	Revisado
03/12/2017	1,5	-76,111	7,149	DABEIBA	0	Revisado
04/12/2017	1,4	-74,626	8,04	NECHI	22,1	Revisado
04/12/2017	1,9	-76,656	6,831	MURINDO	8,5	Revisado
04/12/2017	2,2	-76,82	6,846	MURINDO	24,3	Revisado
05/12/2017	1,7	-76,642	6,868	MURINDO	,3	Revisado
05/12/2017	2,1	-74,438	7,348	SEGOVIA	6,7	Revisado
05/12/2017	2,3	-76,29	6,839	URAMITA	0	Revisado
05/12/2017	1,4	-76,216	6,794	FRONTINO	0	Revisado
08/12/2017	1,4	-76,622	6,856	MURINDO	2	Revisado
08/12/2017	1,1	-76,047	7,06	PEQUE	0	Revisado
08/12/2017	1,9	-76,319	6,962	DABEIBA	1,4	Revisado
08/12/2017	2,7	-75,985	7,157	PEQUE	15,9	Revisado
09/12/2017	1,5	-76,203	7,216	DABEIBA	0	Revisado
09/12/2017	2,7	-76,228	6,84	URAMITA	2,4	Revisado
09/12/2017	2,3	-76,206	6,879	URAMITA	1,6	Revisado
09/12/2017	2,7	-76,729	6,787	MURINDO	1,1	Revisado
09/12/2017	1,6	-75,257	7,265	VALDIVIA	,5	Revisado
09/12/2017	2,1	-76,73	6,743	VIGIA DEL FUERTE	9,9	Revisado
09/12/2017	1,8	-76,347	7,629	CHIGORODO	55,5	Revisado
09/12/2017	2,2	-76,175	6,82	FRONTINO	2	Revisado
10/12/2017	1,7	-75,75	6,632	OLAYA	0	Revisado
10/12/2017	1,8	-76,563	6,98	MURINDO	0	Revisado
11/12/2017	1,2	-74,484	6,214	PUERTO NARE	16,4	Revisado
11/12/2017	2	-75,422	7,35	VALDIVIA	18,5	Revisado
11/12/2017	1,3	-75,5	7,337	VALDIVIA	20,4	Revisado
11/12/2017	1,1	-75,75	6,636	OLAYA	0	Revisado
11/12/2017	1,7	-76,227	7,198	DABEIBA	0	Revisado
11/12/2017	1,4	-74,979	7,997	CAUCASIA	13,1	Revisado
12/12/2017	2,1	-75,261	7,382	CACERES	6,7	Revisado
12/12/2017	1,7	-76,317	6,948	DABEIBA	0	Revisado
13/12/2017	1,1	-76,184	7,096	DABEIBA	,4	Revisado
13/12/2017	2	-76,882	7,009	MURINDO	19,8	Revisado
13/12/2017	1,1	-75,929	6,437	CAICEDO	69,9	Revisado
13/12/2017	3,3	-75,862	7,245	ITUANGO	23,5	Revisado
14/12/2017	1,1	-76,244	6,815	URAMITA	0	Revisado
14/12/2017	1,8	-76,199	6,86	URAMITA	0	Revisado
14/12/2017	1,2	-76,638	6,794	MURINDO	0	Revisado
14/12/2017	2	-76,243	6,826	URAMITA	0	Revisado
14/12/2017	1,5	-76,226	6,815	URAMITA	0	Revisado
14/12/2017	2,3	-76,282	6,847	URAMITA	0	Revisado
14/12/2017	1,5	-76,232	6,834	URAMITA	0	Revisado
14/12/2017	2,5	-76,296	6,85	URAMITA	,6	Revisado
15/12/2017	1,2	-76,37	6,845	DABEIBA	4	Revisado
15/12/2017	1,5	-75,15	7,324	ANORI	4	Revisado
15/12/2017	1,1	-76,386	6,874	DABEIBA	12	Revisado
15/12/2017	1,3	-76,321	7,021	DABEIBA	13,4	Revisado
15/12/2017	1,8	-76,18	7,231	DABEIBA	0	Revisado
15/12/2017	1,6	-75,388	7,411	CACERES	24,2	Revisado
15/12/2017	2,5	-76,186	7,28	MUTATA	10	Revisado
16/12/2017	1,9	-76,818	8,359	NECOCLI	55,9	Revisado
16/12/2017	2	-76,183	6,843	URAMITA	0	Revisado
16/12/2017	1,5	-76,633	6,388	VIGIA DEL FUERTE	8,4	Revisado
17/12/2017	1,3	-76,31	6,964	DABEIBA	1,3	Revisado
17/12/2017	1,1	-76,29	7,034	DABEIBA	2	Revisado
17/12/2017	1,3	-76,164	6,941	URAMITA	0	Revisado
17/12/2017	1,6	-75,93	6,557	SANTA FE ANTIOQUIA	58,8	Revisado
17/12/2017	1,6	-76,284	6,829	URAMITA	0	Revisado
17/12/2017	2,5	-75,746	7,198	ITUANGO	19,4	Revisado
18/12/2017	1,4	-76,312	7,014	DABEIBA	9,3	Revisado
18/12/2017	1,7	-76,215	6,816	URAMITA	1,8	Revisado
18/12/2017	1,7	-76,269	6,835	URAMITA	0	Revisado
18/12/2017	1,8	-76,202	6,848	URAMITA	0	Revisado
18/12/2017	1	-76,407	6,848	DABEIBA	11,1	Revisado
18/12/2017	,9	-76,288	6,833	URAMITA	16,3	Revisado
18/12/2017	1,3	-75,775	7,121	ITUANGO	0	Revisado
18/12/2017	2	-75,712	6,446	SAN JERONIMO	23,5	Revisado
18/12/2017	1,5	-76,048	5,734	BETANIA	51,9	Revisado
19/12/2017	1,4	-76,256	6,844	URAMITA	0	Revisado
20/12/2017	1,2	-76,386	6,888	DABEIBA	21	Revisado
20/12/2017	1,3	-76,175	7,094	DABEIBA	0	Revisado
20/12/2017	1,1	-76,374	6,93	DABEIBA	0	Revisado
20/12/2017	2,2	-74,309	6,126	PUERTO NARE	4	Revisado
20/12/2017	1,5	-75,656	5,556	CARAMANTA	90,4	Revisado
21/12/2017	2,1	-75,245	7,756	CACERES	14,2	Revisado
21/12/2017	1,1	-76,086	7,464	MUTATA	24,1	Revisado
21/12/2017	1	-75,672	6,473	SAN JERONIMO	3,3	Revisado
22/12/2017	1,4	-76,705	6,818	MURINDO	11,3	Revisado
22/12/2017	2,1	-76,701	6,844	MURINDO	4	Revisado
23/12/2017	1,4	-76,282	6,898	DABEIBA	0	Revisado
23/12/2017	1,2	-76,217	6,804	FRONTINO	4	Revisado
23/12/2017	1,5	-76,66	6,751	MURINDO	0	Revisado
23/12/2017	1,1	-76,219	7,031	DABEIBA	9,2	Revisado
23/12/2017	3,7	-76,325	6,834	URAMITA	,2	Revisado
24/12/2017	1,7	-76,564	6,766	MURINDO	0	Revisado
24/12/2017	1,5	-76,198	6,834	URAMITA	2	Revisado
24/12/2017	1,6	-76,168	7,091	DABEIBA	0	Revisado
25/12/2017	,9	-74,698	5,91	PUERTO TRIUNFO	4	Revisado
25/12/2017	1,2	-76,243	6,171	URRAO	71,9	Revisado
25/12/2017	1,5	-76,062	5,795	CIUDAD BOLIVAR	0	Revisado
26/12/2017	1,4	-74,681	6,893	REMEDIOS	4	Revisado
26/12/2017	2	-76,578	6,346	VIGIA DEL FUERTE	4,1	Revisado
26/12/2017	1,5	-76,305	6,885	DABEIBA	4,1	Revisado
26/12/2017	1,6	-76,334	7,015	DABEIBA	4	Revisado
26/12/2017	2	-74,798	6,502	MACEO	47,3	Revisado
26/12/2017	1,4	-76,533	6,836	MURINDO	0	Revisado
26/12/2017	1,4	-75,056	5,802	ARGELIA	5,5	Revisado
27/12/2017	,9	-75,791	7,159	ITUANGO	17,9	Revisado
27/12/2017	1,4	-76,447	6,137	URRAO	0	Revisado
27/12/2017	1,5	-76,424	6,895	DABEIBA	6,5	Revisado
27/12/2017	1,3	-74,828	5,892	PUERTO TRIUNFO	9,9	Revisado
28/12/2017	2,6	-76,734	6,845	MURINDO	5,4	Revisado
28/12/2017	1,1	-76,261	7,29	MUTATA	0	Revisado
28/12/2017	1,4	-74,887	5,921	SAN LUIS	2,2	Revisado
29/12/2017	1,1	-74,253	6,277	PUERTO BERRIO	32	Revisado
29/12/2017	1	-76,354	6,998	DABEIBA	7	Revisado
29/12/2017	1,6	-76,172	7,209	DABEIBA	1,2	Revisado
29/12/2017	2	-76,087	7,311	PEQUE	7,3	Revisado
29/12/2017	1,8	-75,779	6,903	SABANALARGA	0	Revisado
30/12/2017	3	-75,771	7,423	ITUANGO	21,3	Revisado
30/12/2017	1,1	-76,119	6,817	FRONTINO	4	Revisado
30/12/2017	1,6	-76,267	6,946	DABEIBA	12,8	Revisado
30/12/2017	1,5	-76,358	7,208	MUTATA	27,6	Revisado
31/12/2017	1,6	-74,754	7,803	EL BAGRE	4	Revisado
31/12/2017	1,3	-76,025	6,254	URRAO	24	Revisado
31/12/2017	1,3	-75,921	5,734	BETANIA	53,9	Revisado
01/01/2018	1,3	-76,375	6,969	DABEIBA	12,4	Preliminar
01/01/2018	2	-74,776	7,6	EL BAGRE	48,1	Preliminar
01/01/2018	1,2	-76,167	6,953	URAMITA	0	Preliminar
01/01/2018	1,5	-76,128	6,941	URAMITA	0	Preliminar
02/01/2018	1,6	-75,958	5,899	SALGAR	26,4	Preliminar
02/01/2018	1,1	-76,035	7,301	ITUANGO	0	Preliminar
02/01/2018	1,2	-76,13	7,179	DABEIBA	0	Preliminar
02/01/2018	1,3	-76,381	6,943	DABEIBA	4	Preliminar
02/01/2018	1,9	-76,303	6,85	URAMITA	,6	Preliminar
03/01/2018	1,7	-76,342	6,98	DABEIBA	13,2	Preliminar
05/01/2018	1,1	-76,016	7,127	PEQUE	0	Preliminar
05/01/2018	1,3	-76,004	7,104	PEQUE	0	Preliminar
05/01/2018	2,4	-74,673	7,863	NECHI	30,3	Preliminar
06/01/2018	1	-76,354	6,842	DABEIBA	7,2	Preliminar
06/01/2018	1,6	-76,055	7,122	PEQUE	0	Preliminar
07/01/2018	1,9	-75,263	7,128	ANORI	7,6	Preliminar
07/01/2018	2,8	-75,575	7,033	BRICENO	12,6	Preliminar
07/01/2018	1,4	-76,688	7,196	MURINDO	0	Preliminar
08/01/2018	2	-76,708	6,81	MURINDO	14,3	Preliminar
08/01/2018	1,4	-76,287	6,918	DABEIBA	16,3	Preliminar
08/01/2018	1,8	-76,069	6,249	URRAO	41,1	Preliminar
08/01/2018	1,4	-76,289	6,957	DABEIBA	0	Preliminar
08/01/2018	1,4	-76,274	7,101	DABEIBA	2,7	Preliminar
08/01/2018	1,5	-76,295	6,956	DABEIBA	0	Preliminar
08/01/2018	1,7	-76,285	6,947	DABEIBA	0	Preliminar
09/01/2018	1,7	-76,284	6,933	DABEIBA	0	Preliminar
09/01/2018	1,6	-74,715	6,725	VEGACHI	44,5	Preliminar
09/01/2018	,9	-74,007	7,116	YONDO	32,1	Preliminar
09/01/2018	2,8	-76,268	6,966	DABEIBA	0	Preliminar
09/01/2018	1,9	-76,235	6,99	DABEIBA	0	Preliminar
09/01/2018	2,2	-76,256	6,964	DABEIBA	0	Preliminar
09/01/2018	1,7	-76,27	6,943	DABEIBA	0	Preliminar
09/01/2018	1,7	-76,245	6,964	DABEIBA	0	Preliminar
09/01/2018	2,2	-76,311	6,94	DABEIBA	0	Preliminar
10/01/2018	1,7	-76,256	6,916	URAMITA	0	Preliminar
10/01/2018	1,5	-76,403	6,995	DABEIBA	10	Preliminar
10/01/2018	3	-76,273	7,177	MUTATA	0	Preliminar
10/01/2018	1,5	-76,286	7,134	DABEIBA	1,2	Preliminar
10/01/2018	2,4	-75,945	7,141	PEQUE	26,3	Preliminar
10/01/2018	1,8	-75,499	7,324	VALDIVIA	22	Preliminar
10/01/2018	1,7	-76,272	7,127	DABEIBA	0	Preliminar
10/01/2018	1,8	-76,2	7,119	DABEIBA	0	Preliminar
10/01/2018	1,7	-76,223	7,149	DABEIBA	0	Preliminar
11/01/2018	1,7	-74,681	7,753	EL BAGRE	46,9	Preliminar
11/01/2018	1,9	-76,675	6,568	VIGIA DEL FUERTE	13,1	Preliminar
11/01/2018	1,6	-74,957	7,133	ANORI	4	Preliminar
12/01/2018	1,7	-76,65	6,898	MURINDO	2	Preliminar
12/01/2018	1,3	-76,693	7,33	MUTATA	10	Preliminar
12/01/2018	2,4	-74,082	7,065	YONDO	74	Preliminar
12/01/2018	1,4	-76,308	6,969	DABEIBA	0	Preliminar
14/01/2018	1,2	-76,438	6,851	DABEIBA	2,3	Preliminar
14/01/2018	1,5	-74,72	7,89	NECHI	25,2	Preliminar
14/01/2018	1,3	-74,749	6,51	MACEO	15	Preliminar
15/01/2018	1,9	-75,74	6,493	SOPETRAN	17,7	Preliminar
15/01/2018	2,2	-76,174	6,337	URRAO	0	Preliminar
15/01/2018	1,6	-76,187	6,893	URAMITA	0	Preliminar
16/01/2018	1,1	-74,524	6,837	REMEDIOS	10,3	Preliminar
16/01/2018	1	-74,656	6,779	VEGACHI	12,9	Preliminar
16/01/2018	1,5	-76,406	6,862	DABEIBA	12	Preliminar
